Date,Adj Close,Close,High,Low,Open,Volume,Ticker
,VTI,VTI,VTI,VTI,VTI,VTI,
2001-06-15,36.58482360839844,55.665000915527344,56.005001068115234,55.17499923706055,55.42499923706055,1067400,VTI
2001-06-18,36.35151290893555,55.310001373291016,55.915000915527344,55.310001373291016,55.814998626708984,282600,VTI
2001-06-19,36.45337677001953,55.46500015258789,56.165000915527344,55.23500061035156,56.150001525878906,1777600,VTI
2001-06-20,36.837860107421875,56.04999923706055,56.07500076293945,55.375,55.375,476000,VTI
2001-06-21,37.133609771728516,56.5,56.724998474121094,55.875,56.0,240400,VTI
2001-06-22,36.89702606201172,56.13999938964844,56.45000076293945,55.875,56.45000076293945,180600,VTI
2001-06-25,36.6598014831543,55.63999938964844,56.189998626708984,55.38999938964844,56.099998474121094,30400,VTI
2001-06-26,36.564266204833984,55.494998931884766,55.775001525878906,55.029998779296875,55.04999923706055,146600,VTI
2001-06-27,36.56757736206055,55.5,55.84000015258789,55.23500061035156,55.599998474121094,114000,VTI
2001-06-28,37.015586853027344,56.18000030517578,56.689998626708984,55.900001525878906,55.900001525878906,357400,VTI
2001-06-29,37.22643280029297,56.5,56.810001373291016,55.95500183105469,56.025001525878906,215000,VTI
2001-07-02,37.32526779174805,56.650001525878906,56.970001220703125,56.29999923706055,56.29999923706055,290000,VTI
2001-07-03,37.305503845214844,56.619998931884766,56.67499923706055,56.415000915527344,56.57500076293945,56800,VTI
2001-07-05,36.880558013916016,55.974998474121094,56.470001220703125,55.974998474121094,56.44499969482422,627600,VTI
2001-07-06,35.908687591552734,54.5,55.540000915527344,54.5,55.5,777000,VTI
2001-07-09,36.13929748535156,54.849998474121094,55.099998474121094,54.650001525878906,54.71500015258789,850000,VTI
2001-07-10,35.66162872314453,54.125,55.154998779296875,54.125,55.130001068115234,218000,VTI
2001-07-11,35.707740783691406,54.19499969482422,54.2599983215332,53.630001068115234,54.224998474121094,47200,VTI
2001-07-12,36.55439376831055,55.47999954223633,55.54499816894531,54.720001220703125,54.724998474121094,64800,VTI
2001-07-13,36.72899627685547,55.744998931884766,55.869998931884766,55.150001525878906,55.20000076293945,430000,VTI
2001-07-16,36.30402374267578,55.099998474121094,55.775001525878906,55.040000915527344,55.775001525878906,46400,VTI
2001-07-17,36.732295989990234,55.75,55.75,54.869998931884766,55.0,183400,VTI
2001-07-18,36.35012435913086,55.16999816894531,55.54499816894531,54.95500183105469,55.275001525878906,54400,VTI
2001-07-19,36.55439376831055,55.47999954223633,56.119998931884766,55.25,55.875,18600,VTI
2001-07-20,36.557674407958984,55.48500061035156,55.64500045776367,55.25,55.5,11600,VTI
2001-07-23,35.92515563964844,54.525001525878906,55.69499969482422,54.525001525878906,55.625,52000,VTI
2001-07-24,35.427703857421875,53.77000045776367,54.52000045776367,53.400001525878906,54.334999084472656,102400,VTI
2001-07-25,35.875755310058594,54.45000076293945,54.470001220703125,53.72999954223633,53.849998474121094,519200,VTI
2001-07-26,36.33366394042969,55.14500045776367,55.14500045776367,54.19499969482422,54.34000015258789,65000,VTI
2001-07-27,36.396263122558594,55.2400016784668,55.41999816894531,54.869998931884766,55.185001373291016,208000,VTI
2001-07-30,36.36661911010742,55.19499969482422,55.400001525878906,54.95500183105469,55.400001525878906,25600,VTI
2001-07-31,36.51485824584961,55.41999816894531,55.91999816894531,55.20500183105469,55.25,119200,VTI
